frame	x	y
0	392.3182141586624	109.15297047314124
1	392.5034531609704	108.13157428723216
2	392.9967818064793	107.22076807552027
3	392.97775551102205	106.47975951903808
4	393.0921222557038	106.11256995264743
5	393.2812701137095	105.42201244368161
6	393.6804962375432	104.93430953833638
7	393.4256729610285	104.41924467657694
8	392.93440031614307	103.56648883619837
9	392.6512605042017	102.5181436210848
10	392.19758203799654	101.36442141623489
11	392.2906377686978	100.43720021318174
12	391.94229264475746	99.44698748043818
13	391.3673469387755	99.34799074268882
14	390.9626338113512	98.3322561098768
15	390.8904854368932	97.97825242718447
16	390.68995633187774	97.05319571258435
17	390.0905289567217	96.13338908634748
18	390.426206050695	94.59955028618153
19	389.6645893612286	94.0563098152682
20	389.0885395941106	93.7817349781138
21	388.5153785488959	93.48797318611987
22	388.4577370730777	92.53901927113147
23	388.1157443491816	91.36788776305534
24	387.8835522446579	90.92060380317585
25	387.59498595202075	90.2210935811541
26	387.4929014197161	89.29314137172565
27	386.9803507289246	87.97866046904711
28	386.79616685456597	87.13957158962796
29	386.25930680359437	86.51711596063329
30	386.4578155657292	86.77850446915195
31	385.5788024776325	86.18834595090617
32	385.56023442587366	86.33449099196875
33	385.31402714932125	86.35361990950226
34	385.28848641655884	86.15912031047866
35	385.5442429538999	86.12890539654796
36	385.38808510638296	86.1404255319149
37	385.80151888341544	86.11022167487684
38	386.1306930693069	86.09148514851485
39	385.3203261502621	85.47155892059794
40	384.11042799716245	84.2977063135493
41	383.4746935547647	84.09134045077106
42	382.53976598270305	83.54485331524504
43	382.43123658576854	83.53656925870894
44	382.13190005810577	83.10091032345535
45	382.07908704883226	82.41896673743807
46	381.46724890829694	82.14714258591228
47	381.30905342724617	81.93214224360075
48	381.05677546983185	81.81562809099901
49	380.70304835318854	81.46285914505957
50	380.4311942959002	81.49964349376114
51	380.5545722713864	81.55272861356931
52	380.7128848793881	82.04059619533241
53	380.4728781110402	82.04977664326739
54	380.70572542581573	81.99404884054997
55	380.8025833815307	82.36919221129747
56	380.3505867560771	82.14061190276614
57	380.50303664921466	81.96712041884817
58	380.68632768361584	81.50033898305085
59	380.7177056174449	81.47380895946907
60	380.6835627868169	81.22403003754694
61	380.77679968701096	81.51036776212833
62	380.7691001697793	81.49469439728352
63	380.7543691184943	81.96658344536202
64	380.705278072972	82.0012398157988
65	380.69669183746856	82.18950017979144
66	380.7005301864204	82.17615871387036
67	380.4649823518484	82.14564369310793
68	380.53864168618264	82.08629075842191
69	380.6916454705537	81.95539033457248
70	380.77087994034304	81.84619686800895
71	380.52870208211715	81.88577544269313
72	380.6658942489994	81.80745734147882
73	380.3789924973205	81.98670953912111
74	380.31525207402683	81.9874494788343
75	380.3708095781072	81.86932725199544
76	380.2540932642487	82.08870466321244
77	380.35004574565414	82.28746569075938
78	380.20896642280997	82.21084224348152
79	380.12148837209304	82.41432558139535
80	380.06093256548394	82.77206018948542
81	379.55022671782353	83.09365190094175
82	379.43956729769087	83.53234865820679
83	379.3220959352726	83.7093045655943
84	379.3089462449059	83.55094119930138
85	379.40046610992425	83.52651000194213
86	379.49785845400777	83.47399551295125
87	379.51852673618816	83.49656090525849
88	379.86466882992937	83.57243748807025
89	379.87238285144565	83.43310069790628
90	380.2571966133584	83.32191909689558
91	380.16469905167406	83.4524869363267
92	380.110048743907	83.50543682039745
93	379.9220332850941	83.34822720694646
94	380.0717069368667	83.56098986749805
95	379.5717230008244	83.40272052761748
96	379.8143748741695	83.31246225085565
97	379.5688737492016	83.38535235256546
98	379.69971205265324	83.11579596873715
99	379.36043243243245	83.23567567567568
100	379.29262032085563	83.57839572192513
101	378.630381303813	84.01968019680197
102	378.33844911147014	83.92548465266559
103	377.32068353306704	84.37705281846426
104	376.004505572682	84.48968460991226
105	374.8726722532588	84.84054934823091
106	373.97789450645655	84.91201575837164
107	373.10449927431057	84.99092888243831
108	371.9416498993964	84.35895372233401
109	371.3062620217995	84.20581320795041
110	370.7615368552934	83.46982668615577
111	370.39835113359567	84.29398538504778
112	369.88773348738687	84.46119776622376
113	369.6556264964086	85.13806863527535
114	368.89473684210526	85.62787524366472
115	368.1507503410641	85.5844133697135
116	367.33075933075935	85.95771281485567
117	366.67052631578946	87.22964912280702
118	366.2148612354521	87.75738585496866
119	365.5021050299136	88.10525149567916
120	365.1903600900225	88.59039759939985
121	364.42112791172866	89.01736820596649
122	364.6249461439035	89.67794054286945
123	364.4917081260365	90.34639303482587
124	364.0446410617334	91.17273275688719
125	363.5969247666118	92.25645249862713
126	363.2945304066211	92.75476790212306
127	363.090645920029	93.34901393160847
128	362.53434041805724	93.42824521341998
129	362.01974496092146	94.34327437268614
130	361.447187373533	95.58255766895994
131	361.29283771532187	96.91092475067997
132	360.98723228995055	98.15774299835255
133	361.1834492859758	98.79567923837422
