frame	x	y
0	493.4904233059714	241.00869145340414
1	494.20528590425533	241.0892619680851
2	494.3402489626556	242.0121161825726
3	495.14375206066603	242.15413781734256
4	495.1836034912718	243.1616271820449
5	495.8420384187966	243.99825369106208
6	496.28085662906653	244.27644270067026
7	496.80711643473666	245.06728906112383
8	496.79992828970956	246.16977411258515
9	497.40754302453314	247.16605638960087
10	498.0839442815249	247.54307184750732
11	498.1608665984306	248.22910269532582
12	498.7857836787565	248.87159974093265
13	498.93326758711373	249.36669953977648
14	498.9502609262883	250.104044357469
15	498.9781275890638	250.91731565865783
16	499.0921418068943	251.5231171377226
17	499.79973297730305	252.1171562082777
18	499.8348924228251	252.97302775179296
19	499.0978382706165	253.89367493995195
20	500.1409200968523	254.7862792574657
21	500.13876272513704	255.76272513703995
22	500.12879266750946	256.2115992414665
23	499.09286175710594	257.1455103359173
24	499.1182523616734	258.04267881241566
25	500.0209860093271	258.9493670886076
26	500.14115308151094	259.1628561961564
27	500.03579193845127	259.82271282823217
28	499.98148443735033	260.3169992019154
29	499.11542443064184	261.07556935817803
30	499.9307014571332	262.13520840393085
31	499.9299597268429	263.0141831553143
32	499.0321325892102	264.1511922881786
33	498.8742050566155	265.0953932061424
34	498.8777182477151	265.8808698392688
35	498.85102601389565	266.700113103894
36	498.951900331178	267.67418388266833
37	498.94533272422717	268.30150753768845
38	498.92281303602056	269.12568220801495
39	499.0889959839357	269.79196787148595
40	498.1313097987463	270.7048828769383
41	497.8827408718031	271.3788000643397
42	497.77672485453036	272.0369077306733
43	497.94420891978973	273.1767000169578
44	497.99952252108864	274.01050453604967
45	498.06460852959896	274.9024506683641
46	497.97291603972315	275.3317785133915
47	498.07444239238527	276.0529904816025
48	497.16766211604096	276.4478100113766
49	497.10178546323635	277.1813580767609
50	497.0947606270301	277.4421691851433
51	496.26994780014917	277.75883668903805
52	496.0916679314008	278.204128092275
53	495.3123367198839	278.8410740203193
54	495.0874764002517	279.1965072372561
55	495.047423620611	279.97127222982215
56	494.7258610086101	280.5369003690037
57	494.7260149004105	281.1769803861943
58	494.0913811007269	281.4944370271473
59	494.0815539739027	281.9005041518387
60	493.93045083859056	282.3378981381751
61	493.0514875905657	282.8381378140897
62	492.90635451505017	283.3855275159623
63	492.9862842892768	284.0885286783042
64	492.15887271601116	284.4838959430164
65	491.9087452471483	284.9586136297163
66	491.19375895558034	285.5077217003662
67	490.9962264150943	286.1325283018868
68	491.1251148545176	286.72067381317
69	490.9673347009626	287.1797380463942
70	490.3719292755437	287.7169457048975
71	490.3684714901773	288.58936272161
72	489.96920072115387	289.1129807692308
73	489.1316029143898	289.6048876745598
74	488.8714802579833	290.45225735409787
75	487.88797364085667	290.79176276771005
76	487.8209464953651	291.5426898682713
77	487.5818708468223	292.03441812915315
78	486.9012515000857	292.7042688153609
79	486.5611413043478	293.2486413043478
80	485.8602928509905	293.86425495262705
81	485.69877909194963	294.7708889736742
82	484.6070675105485	295.2116736990155
83	483.8057795698925	295.81451612903226
84	483.5104237867396	296.44292549555706
85	482.9283338875956	296.9547721982042
86	482.68714141073235	297.88980762740465
87	481.82705373687463	298.0041692402718
88	481.50939457202503	298.4311867673037
89	480.9325495049505	299.0547648514852
90	480.7682615629984	300.08803827751194
91	480.19547356998913	300.77445357308943
92	479.9608502829179	301.2650252332161
93	479.08339732759947	301.4741207187836
94	478.94879849222554	302.30438196953037
95	477.91109757954024	302.5216927995129
96	478.0368943547192	303.12090680100755
97	476.93506493506493	303.5699006875478
98	476.81158324512324	304.3878723725994
99	476.0137593640116	304.9623910717016
100	474.9553828439839	305.06088082901556
101	474.9387328153019	305.7035265989241
102	473.9596550211957	305.9464990498465
103	473.8876136533015	306.9931435385303
104	473.2031226314992	307.7212369258754
105	473.121646065722	308.0215556225505
106	472.74470493128536	308.47566693613584
107	472.0593260560038	309.04651162790697
108	471.97860626081484	309.8997955010225
109	471.6256605019815	310.42916116248347
110	470.93367034313724	310.7256433823529
111	470.6624861089062	311.26099380854106
112	470.1202858880779	311.7084854014599
113	469.7602890355011	312.21080741438897
114	469.76933537310896	312.92095869454363
115	468.74224544841536	313.04686446392446
116	468.7433791485082	313.8786456587328
117	467.9562998405104	313.9328548644338
118	467.78784972022385	314.34852118305355
119	467.7730953561395	315.04280284250535
120	466.6745306529324	315.2703106828377
121	466.0628385698808	315.7588608574524
122	465.7042585423329	316.3655950176738
123	464.84119601328905	316.92109634551497
124	464.57866123003737	317.2512742099898
125	463.6630233990148	317.1223830049261
126	462.8272007452259	317.8340319826114
127	461.8663833805477	317.7725841989298
128	460.9212381244254	317.74333435488813
129	460.4643581344564	318.60817345187957
130	459.66137888956683	318.47879804759
131	458.8865259236262	318.55681465383424
132	458.0971322849214	318.5280604378662
133	457.2945664019928	318.72271524209873
134	456.7415529564652	319.4100064977258
135	455.8536889720792	318.9608485415692
136	455.19962423673087	319.51416940660715
137	454.18984615384613	319.61261538461537
138	453.2186433130473	319.7797239127208
139	452.59243441122635	319.7510677242221
140	451.56535178098324	319.786870768325
141	450.7745907373723	319.9026164824402
142	450.1826680516397	319.8679329277341
143	449.60363959165556	319.8393253439858
144	448.91322003308767	319.8659948864491
145	448.2090318682978	319.89986406887175
146	447.3439721675995	319.94327635758583
147	446.79163474796997	319.95005362341044
148	446.1891074130106	319.9597579425114
149	445.77404066656476	319.8465066503593
150	445.2054858205486	319.9150782581745
151	444.69484083424805	319.8902305159166
152	444.06905055487056	319.84217016029595
153	443.517978190392	319.0249042145594
154	442.8017228118751	319.0498384863867
155	442.1630496054115	319.1441657271702
156	441.6164523670368	319.02819988310927
157	440.8302685347344	319.0197022767075
158	440.22141946451336	319.1102139113189
159	439.5744043372806	318.902125838208
160	438.6190894451764	319.0180061484409
161	438.02759333038216	318.06787664158185
162	437.5726838291969	318.04932942808693
163	436.75938824954574	318.00317989097516
164	436.42094926350245	317.9774140752864
165	435.7631661936298	317.00819930621253
166	434.9068197164078	316.97366644159354
167	434.1765282772148	317.0421706440013
168	433.4891849801004	316.8747188094826
169	432.92649164677806	316.0617342879873
170	431.9809953293606	315.990819777742
171	431.6309005961012	315.966972772676
172	431.1294842186297	316.06081601231716
173	430.6843584139869	315.85076490789885
174	430.3253815380056	315.2069936286857
175	429.763551260758	315.1168654688208
176	429.55782737630716	315.0193538317465
177	428.7779780681989	315.06083821541233
178	427.9714491708724	315.0514780100937
179	427.3906904577192	314.23801396431344
180	426.76559518567444	314.10465286951415
181	426.1285468615649	314.15477214101463
182	425.6520681265207	314.067840274796
183	425.18370044052864	314.02187958883997
184	424.6475106685633	314.0022759601707
185	424.1128845037725	314.0542658154382
186	423.5008976660682	313.25733093955716
187	422.8650652431791	313.10038552787665
188	422.15245591021716	312.9896516542778
189	421.48067915690865	312.1387587822014
190	421.1856720827179	312.05805022156574
191	420.5857969654309	312.0162677928985
192	419.89235474006114	311.9750764525994
193	419.2133414374715	310.9813098313326
194	418.73656525447825	311.010235996588
195	418.05044826014284	310.89515271235376
196	417.3469669117647	309.984681372549
197	417.00282308657467	309.8266938519448
198	416.40357362908196	308.93037584719656
199	415.6177908113392	308.66748126425546
200	414.93807793923384	308.047391017173
201	414.32420628254664	307.23467159415424
202	413.7901842439644	306.690914866582
203	413.06929586460166	306.0919687050934
204	412.60234014502305	305.7473632168754
205	411.9402777777778	304.8530864197531
206	411.1327819548872	304.8927819548872
207	410.8313556808069	303.88949866508455
208	410.46797955502103	303.1443174984967
209	410.0632183908046	302.33477011494256
210	409.4492753623188	302.24782608695654
211	409.03077889447235	302.19535175879395
212	408.8218069452619	301.98219540906416
213	408.05624629958555	301.8303730017762
214	407.6774240441925	301.04462857973544
215	407.2145995747697	300.95520907158044
216	406.92169039684944	300.8430778551954
217	406.32804931748126	300.13298106560984
218	405.5079069767442	300.01612403100773
219	404.98970610174547	299.19260032821126
220	404.1373180076628	299.0864367816092
221	403.5539457459926	298.8022503082614
222	403.09834157695667	298.22897876054697
223	402.3583806818182	298.13011363636366
224	402.05583830158497	297.2848625854297
225	401.30035335689047	297.1567491166078
226	401.00737957869313	296.10988863544884
227	400.21649628903515	296.20403304859263
228	399.8491765385727	295.9881537127998
229	399.47017001545595	295.3746522411128
230	399.0097323600973	295.37834549878346
231	398.3054528650647	295.4445471349353
232	397.8648349913153	295.27964629717354
233	397.18946564885493	295.0514503816794
234	396.97161084529506	294.24784688995214
235	396.3516209476309	294.20667082294267
236	395.90275994865215	294.1716944801027
237	394.7714335300243	295.66088163832
238	394.69336349924583	294.03001508295625
239	393.99921948173585	294.06400249765846
240	393.6849683544304	293.9498417721519
241	392.81855704143965	294.0439161300974
242	392.08819082815387	293.37224928607424
243	391.16326855686526	293.16215355208664
244	390.4421341070277	293.23758865248226
245	389.47012475377545	293.1193368351937
246	388.5043586550436	293.0664694894147
247	387.4855241264559	292.20865224625624
248	387.0424281984334	292.7782310704961
249	386.25679959953277	291.95127648923744
250	385.7618967828418	291.8046246648794
251	385.294825313118	291.73434410019775
252	384.9517917403182	290.8238791579624
253	384.36299655927434	290.8134188301533
254	383.71039721474915	290.62715619560055
255	382.99030340944637	289.8021582733813
256	382.11976225854386	289.8252600297177
257	381.9395436709781	288.9348931841302
258	381.0867443324937	288.87594458438286
259	380.1811897106109	288.9270096463022
260	379.9634443541836	287.9650690495532
261	379.2884331419196	287.90188679245284
262	378.81786941580754	286.87332083723834
263	378.18857423473565	286.2380094941889
264	377.9991673605329	285.7631973355537
265	377.57785410533205	285.17844291789334
266	376.9674523007856	284.35834535834533
267	376.7260140087962	283.92653526633
268	376.52314739080646	283.03975134958284
269	376.49011135117166	282.12564400864215
270	375.9261044176707	281.8833734939759
271	375.8487972508591	281.0295220243674
272	375.6357458912769	280.096396965866
273	375.08766597344425	279.5255159174532
274	374.8554983338382	278.88442896092096
275	374.6936795994994	278.07274718397997
276	374.0817673946166	277.1960385982732
277	372.5373760488177	276.74237223493515
278	373.78807835190815	275.548632218845
279	373.7337989280494	274.8554490823453
280	373.5078491665318	274.40443437449426
281	372.9676432710882	273.9101738570509
282	373.7529152221872	273.2373148439962
283	373.6960814563406	272.65489046590557
284	373.66871573351057	271.58647615883035
285	373.7853126597376	270.67711705571645
286	373.7726479454228	269.8789465333968
287	373.88076859911314	268.95270159303664
288	373.96913679472755	268.1644430155923
289	373.97530651010186	267.4417199102055
290	374.01509560550153	266.71418986917143
291	374.0450450450451	265.8578956314805
292	373.96666666666664	264.9824915824916
293	374.070535867146	264.4353706557096
294	374.0476515798463	263.6035866780529
295	374.1215048296899	262.71106592103035
296	374.130717834504	261.8410142196334
297	373.26328977984605	260.95829604438876
298	373.97476394849787	260.1055793991416
299	373.93331126923715	259.2321694522588
300	373.80778631284915	258.27042597765364
301	373.8645251396648	257.5846717877095
302	373.91222259026165	256.74958595561446
303	373.9716798592788	256.01477572559367
304	373.83262636974194	255.4220572640509
305	373.92646802578844	254.65899982575363
306	374.66703458425314	253.88263428991905
307	374.65637282425604	253.02021336327905
308	373.84122359796066	252.1598689002185
309	371.53892752972854	251.7282925734799
310	371.5199345737068	251.17317521979146
311	373.87826242402576	249.97104040042902
312	371.3721239779426	250.0439247005134
313	372.86059670781896	248.80469821673526
314	373.8503097040606	247.61751548520303
315	372.92834941927043	247.17454604940292
316	372.8260096930533	246.6864297253635
317	372.73186069009995	245.86117381489842
318	372.7748377433849	245.1557663504743
319	371.27821997105644	244.8480463096961
320	371.9222222222222	243.87247863247865
321	371.9365241004752	242.92786829599456
322	371.85831157528287	242.54221061792865
323	371.06286870048876	241.89027473453564
324	370.9877557596262	240.92170130497826
325	370.59210300429186	240.4331330472103
326	370.57329509241555	239.70092415551306
327	370.046059033409	239.01621796951022
328	369.6770919980037	238.67027116952255
329	369.0682852807284	238.00269769010285
330	369.04259939859674	237.30755095222185
331	368.86460282360946	236.8151046096275
332	368.79044962257956	236.50459468329504
333	367.9357019064125	235.91767764298095
334	367.72081037853206	234.91114270481606
335	366.8635585156993	234.73301617507136
336	366.65581395348835	233.8824686940966
337	365.67180534918276	233.73736998514116
338	365.59324370906586	232.9060668734919
339	365.4955364662287	232.04749873673572
340	364.65185185185186	232.03838383838385
341	363.2098440728912	232.4292692090926
342	363.69860973187684	230.993545183714
343	363.53549899531146	229.79303415941058
344	362.9616672246401	229.16354201540005
345	363.08173797236554	228.25819876810388
346	362.14438502673795	228.21457219251337
347	362.01468602295745	227.36444969615124
348	361.04348558907805	227.36507668970168
349	361.0292275574113	226.40240083507308
350	360.68902661319726	226.0043747721473
351	359.8704152249135	225.83806228373703
352	359.68125643666326	224.94576038448335
353	359.4843997884717	223.91327340031728
354	358.6669079066401	223.81056631083771
355	358.25752508361205	222.95300123217743
356	357.88763649172245	221.97305389221557
357	357.6485826001955	221.81410883023787
358	357.48093525179854	220.931654676259
359	356.5796277145812	220.87383660806617
360	355.6861009021049	220.8747076511861
361	355.4416216216216	220.030990990991
362	354.84361602982295	219.16924510717615
363	354.1043605181536	219.2010582010582
364	353.8286393562546	218.82790782735918
365	353.66091078381584	217.95310648383276
366	352.8417815877749	217.9071934401789
367	352.68515769944344	216.8456400742115
368	351.7354193667839	216.7704128865025
369	350.9167444465186	216.6832182191525
370	350.80717986676535	215.89711324944486
371	350.0969378170205	215.3218110088296
372	349.5014121634344	215.06797213330822
373	348.9641544117647	214.44632352941176
374	348.4179520535217	214.06002601746889
375	347.88990987807034	213.9971726453437
376	347.64447381463737	213.15826862712706
377	347.01039603960396	212.08201320132014
378	346.47529141356097	211.9236578558529
379	345.91967027638594	211.91562954582187
380	345.0027543467034	212.0203133069375
381	344.26789331532746	211.12964213369344
382	343.604869251578	211.90027051397655
383	342.76592543053	211.073566293262
384	342.0231443213754	211.19788394775995
385	341.41300399564113	210.87559026516527
386	340.99041071105484	209.99692419033835
387	340.10494864612514	209.92100840336136
388	339.9468662301216	207.91075771749297
389	339.0983484876601	207.93579513824457
390	338.60850277264325	207.62809611829945
391	337.7660682226212	207.54236983842011
392	337.1541090039296	206.82504698445243
393	336.7138100245356	206.55117420259376
394	336.1291385274255	205.9456432218745
395	335.89214226633584	205.87179487179486
396	335.0920458492532	205.87165682528655
397	334.6612814393244	205.63062236093262
398	334.13818249813016	204.76009723261032
399	333.896509810731	203.9213405105053
400	333.41697691734925	203.58451228592702
401	332.87220559760607	203.0063369125154
402	332.1972115208219	203.04806457530728
403	331.6846024948799	202.83764662074103
404	331.01232070614196	202.02482530342039
405	330.81895252449135	201.9717407686511
406	330.6357291077155	200.89511412940954
407	330.1268470543082	200.98253694108615
408	330.06087108623404	199.98233339163897
409	329.6059147180193	199.8956327372765
410	328.9293233082707	199.92744360902256
411	328.6795994993742	198.82978723404256
412	327.86352223816357	198.90566714490674
413	327.8670594733935	197.98398085067205
414	327.03260486429326	197.84896016919282
415	326.91810906383773	196.87213847012842
416	326.04430047277185	196.90772194011558
417	325.9891304347826	195.9000959079284
418	324.93126193369204	195.8194757854539
419	324.5794148380355	194.68477882270986
420	323.86318364494144	193.8387209505504
421	322.95742453324027	193.78450532193335
422	322.6642896324739	192.76430791735234
423	321.50386597938143	192.615058910162
424	321.13106624158695	191.87212185618137
425	320.99751420454544	190.86168323863637
426	320.4466001813237	190.48032638259292
427	319.6905631366519	190.51393426869114
428	319.5554926387316	189.6285390713477
429	318.8792763747089	189.07504925667203
430	318.59577541072395	188.79960281639285
431	317.9095271951653	188.07571987202274
